,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
42851,2021-10-30,197.0,37,42851
42850,2021-10-30,196.0,4,42850
42849,2021-10-30,195.0,45,42849
42848,2021-10-30,194.0,69,42848
42847,2021-10-30,192.0,23,42847
42846,2021-10-30,191.0,19,42846
42845,2021-10-30,190.0,18,42845
42844,2021-10-30,189.0,18,42844
42843,2021-10-30,188.0,21,42843
42842,2021-10-30,187.0,26,42842
42841,2021-10-30,186.0,15,42841
42840,2021-10-30,185.0,25,42840
42839,2021-10-30,184.0,9,42839
42838,2021-10-30,183.0,56,42838
42837,2021-10-30,182.0,80,42837
42836,2021-10-30,181.0,28,42836
42835,2021-10-30,180.0,23,42835
42834,2021-10-30,179.0,37,42834
42833,2021-10-30,178.0,21,42833
42832,2021-10-30,177.0,13,42832
42831,2021-10-30,176.0,2,42831
42830,2021-10-30,175.0,12,42830
42829,2021-10-30,174.0,58,42829
42828,2021-10-30,173.0,30,42828
42827,2021-10-30,172.0,33,42827
42826,2021-10-30,171.0,25,42826
42825,2021-10-30,170.0,26,42825
42824,2021-10-30,169.0,39,42824
42823,2021-10-30,168.0,26,42823
42822,2021-10-30,167.0,28,42822
42821,2021-10-30,166.0,19,42821
42820,2021-10-30,165.0,35,42820
42819,2021-10-30,164.0,31,42819
42818,2021-10-30,163.0,37,42818
42817,2021-10-30,162.0,23,42817
42816,2021-10-30,161.0,18,42816
42815,2021-10-30,160.0,12,42815
42814,2021-10-30,159.0,11,42814
42813,2021-10-30,158.0,26,42813
42812,2021-10-30,157.0,9,42812
42811,2021-10-30,156.0,16,42811
42810,2021-10-30,155.0,21,42810
42809,2021-10-30,154.0,43,42809
42808,2021-10-30,153.0,20,42808
42807,2021-10-30,152.0,35,42807
42806,2021-10-30,151.0,51,42806
42805,2021-10-30,150.0,45,42805
42804,2021-10-30,149.0,19,42804
42803,2021-10-30,148.0,16,42803
42802,2021-10-30,147.0,25,42802
42801,2021-10-30,146.0,61,42801
42800,2021-10-30,145.0,45,42800
42799,2021-10-30,144.0,29,42799
42798,2021-10-30,143.0,27,42798
42797,2021-10-30,142.0,45,42797
42796,2021-10-30,141.0,71,42796
42795,2021-10-30,140.0,32,42795
42794,2021-10-30,139.0,28,42794
42793,2021-10-30,138.0,26,42793
42792,2021-10-30,137.0,40,42792
42791,2021-10-30,136.0,66,42791
42790,2021-10-30,135.0,43,42790
42789,2021-10-30,134.0,59,42789
42788,2021-10-30,133.0,46,42788
42787,2021-10-30,132.0,28,42787
42786,2021-10-30,131.0,42,42786
42785,2021-10-30,130.0,17,42785
42784,2021-10-30,129.0,32,42784
42783,2021-10-30,128.0,34,42783
42782,2021-10-30,127.0,24,42782
42781,2021-10-30,126.0,17,42781
42780,2021-10-30,125.0,46,42780
42779,2021-10-30,124.0,32,42779
42778,2021-10-30,123.0,30,42778
42777,2021-10-30,122.0,13,42777
42776,2021-10-30,121.0,33,42776
42775,2021-10-30,120.0,23,42775
42774,2021-10-30,119.0,41,42774
42773,2021-10-30,118.0,24,42773
42772,2021-10-30,117.0,46,42772
42771,2021-10-30,116.0,28,42771
42770,2021-10-30,115.0,45,42770
42769,2021-10-30,114.0,21,42769
42768,2021-10-30,113.0,22,42768
42767,2021-10-30,112.0,11,42767
42766,2021-10-30,111.0,44,42766
42765,2021-10-30,110.0,16,42765
42764,2021-10-30,109.0,14,42764
42763,2021-10-30,108.0,17,42763
42762,2021-10-30,107.0,47,42762
42761,2021-10-30,106.0,31,42761
42760,2021-10-30,105.0,20,42760
42759,2021-10-30,104.0,23,42759
42758,2021-10-30,103.0,44,42758
42757,2021-10-30,102.0,23,42757
42756,2021-10-30,100.0,15,42756
42755,2021-10-30,99.0,25,42755
42754,2021-10-30,98.0,35,42754
42753,2021-10-30,97.0,25,42753
42752,2021-10-30,96.0,46,42752
42751,2021-10-30,95.0,68,42751
42750,2021-10-30,94.0,12,42750
42749,2021-10-30,93.0,14,42749
42748,2021-10-30,92.0,28,42748
42747,2021-10-30,91.0,25,42747
42746,2021-10-30,90.0,4,42746
42745,2021-10-30,89.0,38,42745
42744,2021-10-30,87.0,42,42744
42743,2021-10-30,86.0,39,42743
42742,2021-10-30,85.0,27,42742
42741,2021-10-30,84.0,53,42741
42740,2021-10-30,83.0,30,42740
42739,2021-10-30,82.0,33,42739
42738,2021-10-30,81.0,16,42738
42737,2021-10-30,80.0,31,42737
42736,2021-10-30,79.0,27,42736
42735,2021-10-30,78.0,23,42735
42734,2021-10-30,77.0,27,42734
42733,2021-10-30,76.0,39,42733
42732,2021-10-30,75.0,25,42732
42731,2021-10-30,74.0,40,42731
42730,2021-10-30,73.0,32,42730
42729,2021-10-30,72.0,45,42729
42728,2021-10-30,71.0,27,42728
42727,2021-10-30,70.0,68,42727
42726,2021-10-30,69.0,41,42726
42725,2021-10-30,68.0,30,42725
42724,2021-10-30,67.0,34,42724
42723,2021-10-30,66.0,33,42723
42722,2021-10-30,65.0,44,42722
42721,2021-10-30,64.0,77,42721
42720,2021-10-30,63.0,31,42720
42719,2021-10-30,62.0,16,42719
42718,2021-10-30,61.0,52,42718
42717,2021-10-30,60.0,39,42717
42716,2021-10-30,59.0,45,42716
42715,2021-10-30,58.0,26,42715
42714,2021-10-30,57.0,20,42714
42713,2021-10-30,56.0,62,42713
42712,2021-10-30,54.0,48,42712
42711,2021-10-30,53.0,41,42711
42710,2021-10-30,51.0,34,42710
42709,2021-10-30,50.0,15,42709
42708,2021-10-30,49.0,43,42708
42707,2021-10-30,48.0,40,42707
42706,2021-10-30,47.0,89,42706
42705,2021-10-30,46.0,26,42705
42704,2021-10-30,45.0,32,42704
42703,2021-10-30,44.0,34,42703
42702,2021-10-30,43.0,131,42702
42701,2021-10-30,42.0,49,42701
42700,2021-10-30,40.0,38,42700
42699,2021-10-30,39.0,21,42699
42698,2021-10-30,38.0,42,42698
42697,2021-10-30,37.0,33,42697
42696,2021-10-30,36.0,50,42696
42695,2021-10-30,35.0,35,42695
42694,2021-10-30,34.0,34,42694
42693,2021-10-30,33.0,48,42693
42692,2021-10-30,32.0,34,42692
42691,2021-10-30,31.0,39,42691
42690,2021-10-30,30.0,71,42690
42689,2021-10-30,29.0,104,42689
42688,2021-10-30,28.0,34,42688
42687,2021-10-30,27.0,103,42687
42686,2021-10-30,26.0,32,42686
42685,2021-10-30,25.0,38,42685
42684,2021-10-30,24.0,55,42684
42683,2021-10-30,23.0,24,42683
42682,2021-10-30,22.0,22,42682
42681,2021-10-30,21.0,13,42681
42680,2021-10-30,20.0,29,42680
42679,2021-10-30,19.0,27,42679
42678,2021-10-30,18.0,28,42678
42677,2021-10-30,17.0,47,42677
42676,2021-10-30,16.0,12,42676
42675,2021-10-30,15.0,39,42675
42674,2021-10-30,14.0,46,42674
42673,2021-10-30,13.0,16,42673
42672,2021-10-30,12.0,19,42672
42671,2021-10-30,11.0,31,42671
42670,2021-10-30,10.0,58,42670
42669,2021-10-30,9.0,29,42669
42668,2021-10-30,8.0,20,42668
42667,2021-10-30,7.0,26,42667
42666,2021-10-30,6.0,46,42666
42665,2021-10-30,5.0,21,42665
42664,2021-10-30,4.0,42,42664
42663,2021-10-30,3.0,33,42663
42662,2021-10-30,2.0,34,42662
42661,2021-10-30,1.0,78,42661
42660,2021-10-29,480.0,28,42660
42659,2021-10-29,479.0,8,42659
42658,2021-10-29,478.0,13,42658
42657,2021-10-29,477.0,24,42657
42656,2021-10-29,476.0,41,42656
42655,2021-10-29,475.0,25,42655
42654,2021-10-29,474.0,55,42654
42653,2021-10-29,473.0,12,42653
42652,2021-10-29,472.0,11,42652
42651,2021-10-29,471.0,33,42651
42650,2021-10-29,470.0,16,42650
42649,2021-10-29,469.0,5,42649
42648,2021-10-29,468.0,15,42648
42647,2021-10-29,467.0,15,42647
42646,2021-10-29,466.0,13,42646
42645,2021-10-29,465.0,27,42645
42644,2021-10-29,464.0,16,42644
42643,2021-10-29,463.0,21,42643
42642,2021-10-29,462.0,14,42642
42641,2021-10-29,461.0,33,42641
42640,2021-10-29,460.0,41,42640
42639,2021-10-29,459.0,19,42639
42638,2021-10-29,458.0,19,42638
42637,2021-10-29,457.0,9,42637
42636,2021-10-29,456.0,15,42636
42635,2021-10-29,455.0,38,42635
42634,2021-10-29,454.0,14,42634
42633,2021-10-29,453.0,14,42633
42632,2021-10-29,452.0,16,42632
42631,2021-10-29,451.0,14,42631
42630,2021-10-29,450.0,42,42630
42629,2021-10-29,449.0,35,42629
42628,2021-10-29,448.0,33,42628
42627,2021-10-29,447.0,50,42627
42626,2021-10-29,446.0,16,42626
42625,2021-10-29,445.0,6,42625
42624,2021-10-29,444.0,11,42624
42623,2021-10-29,443.0,7,42623
42622,2021-10-29,441.0,4,42622
42621,2021-10-29,439.0,23,42621
42620,2021-10-29,438.0,7,42620
42619,2021-10-29,437.0,10,42619
42618,2021-10-29,436.0,22,42618
42617,2021-10-29,435.0,16,42617
42616,2021-10-29,434.0,12,42616
42615,2021-10-29,433.0,9,42615
42614,2021-10-29,432.0,18,42614
42613,2021-10-29,430.0,20,42613
42612,2021-10-29,429.0,10,42612
42611,2021-10-29,428.0,11,42611
42610,2021-10-29,427.0,26,42610
42609,2021-10-29,426.0,25,42609
42608,2021-10-29,425.0,19,42608
42607,2021-10-29,424.0,6,42607
42606,2021-10-29,423.0,6,42606
42605,2021-10-29,422.0,5,42605
42604,2021-10-29,421.0,13,42604
42603,2021-10-29,420.0,49,42603
42602,2021-10-29,419.0,18,42602
42601,2021-10-29,418.0,3,42601
42600,2021-10-29,417.0,7,42600
42599,2021-10-29,416.0,13,42599
42598,2021-10-29,415.0,8,42598
42597,2021-10-29,414.0,22,42597
42596,2021-10-29,413.0,19,42596
42595,2021-10-29,412.0,13,42595
42594,2021-10-29,411.0,4,42594
42593,2021-10-29,410.0,8,42593
42592,2021-10-29,409.0,14,42592
42591,2021-10-29,408.0,17,42591
42590,2021-10-29,407.0,8,42590
42589,2021-10-29,406.0,5,42589
42588,2021-10-29,405.0,36,42588
42587,2021-10-29,404.0,39,42587
42586,2021-10-29,403.0,4,42586
42585,2021-10-29,402.0,16,42585
42584,2021-10-29,401.0,12,42584
42583,2021-10-29,400.0,13,42583
42582,2021-10-29,399.0,15,42582
42581,2021-10-29,398.0,65,42581
42580,2021-10-29,397.0,10,42580
42579,2021-10-29,396.0,24,42579
42578,2021-10-29,395.0,16,42578
42577,2021-10-29,394.0,16,42577
42576,2021-10-29,393.0,10,42576
42575,2021-10-29,392.0,29,42575
42574,2021-10-29,391.0,51,42574
42573,2021-10-29,390.0,81,42573
42572,2021-10-29,389.0,20,42572
42571,2021-10-29,388.0,11,42571
42570,2021-10-29,387.0,4,42570
42569,2021-10-29,386.0,27,42569
42568,2021-10-29,385.0,45,42568
42567,2021-10-29,384.0,43,42567
42566,2021-10-29,383.0,12,42566
42565,2021-10-29,382.0,17,42565
42564,2021-10-29,381.0,17,42564
42563,2021-10-29,380.0,20,42563
42562,2021-10-29,379.0,15,42562
42561,2021-10-29,378.0,4,42561
42560,2021-10-29,377.0,15,42560
42559,2021-10-29,376.0,4,42559
42558,2021-10-29,375.0,11,42558
42557,2021-10-29,374.0,22,42557
42556,2021-10-29,373.0,11,42556
42555,2021-10-29,372.0,24,42555
42554,2021-10-29,371.0,20,42554
42553,2021-10-29,370.0,10,42553
42552,2021-10-29,369.0,42,42552
42551,2021-10-29,368.0,12,42551
42550,2021-10-29,367.0,19,42550
42549,2021-10-29,366.0,16,42549
42548,2021-10-29,365.0,26,42548
42547,2021-10-29,364.0,17,42547
42546,2021-10-29,363.0,20,42546
42545,2021-10-29,362.0,6,42545
42544,2021-10-29,361.0,14,42544
42543,2021-10-29,360.0,19,42543
42542,2021-10-29,359.0,17,42542
42541,2021-10-29,358.0,23,42541
42540,2021-10-29,357.0,25,42540
42539,2021-10-29,356.0,17,42539
42538,2021-10-29,355.0,13,42538
42537,2021-10-29,354.0,23,42537
42536,2021-10-29,353.0,6,42536
42535,2021-10-29,352.0,19,42535
42534,2021-10-29,351.0,34,42534
42533,2021-10-29,350.0,9,42533
42532,2021-10-29,349.0,16,42532
42531,2021-10-29,348.0,19,42531
42530,2021-10-29,347.0,21,42530
42529,2021-10-29,346.0,10,42529
42528,2021-10-29,345.0,13,42528
42527,2021-10-29,344.0,5,42527
42526,2021-10-29,343.0,11,42526
42525,2021-10-29,342.0,17,42525
42524,2021-10-29,341.0,31,42524
42523,2021-10-29,340.0,31,42523
42522,2021-10-29,339.0,12,42522
42521,2021-10-29,338.0,25,42521
42520,2021-10-29,336.0,13,42520
42519,2021-10-29,335.0,13,42519
42518,2021-10-29,334.0,24,42518
42517,2021-10-29,333.0,16,42517
42516,2021-10-29,332.0,11,42516
42515,2021-10-29,331.0,37,42515
42514,2021-10-29,330.0,26,42514
42513,2021-10-29,329.0,22,42513
42512,2021-10-29,328.0,27,42512
42511,2021-10-29,327.0,33,42511
42510,2021-10-29,326.0,52,42510
42509,2021-10-29,325.0,34,42509
42508,2021-10-29,324.0,31,42508
42507,2021-10-29,323.0,17,42507
42506,2021-10-29,322.0,12,42506
42505,2021-10-29,321.0,44,42505
42504,2021-10-29,320.0,33,42504
42503,2021-10-29,319.0,24,42503
42502,2021-10-29,318.0,12,42502
42501,2021-10-29,317.0,47,42501
42500,2021-10-29,316.0,40,42500
42499,2021-10-29,314.0,20,42499
42498,2021-10-29,313.0,13,42498
42497,2021-10-29,312.0,25,42497
42496,2021-10-29,311.0,13,42496
42495,2021-10-29,310.0,49,42495
42494,2021-10-29,309.0,18,42494
42493,2021-10-29,308.0,28,42493
42492,2021-10-29,307.0,12,42492
42491,2021-10-29,306.0,23,42491
42490,2021-10-29,305.0,48,42490
42489,2021-10-29,304.0,23,42489
42488,2021-10-29,303.0,30,42488
42487,2021-10-29,302.0,38,42487
42486,2021-10-29,301.0,24,42486
42485,2021-10-29,300.0,17,42485
42484,2021-10-29,299.0,40,42484
42483,2021-10-29,298.0,21,42483
42482,2021-10-29,297.0,41,42482
42481,2021-10-29,296.0,38,42481
42480,2021-10-29,295.0,63,42480
42479,2021-10-29,294.0,16,42479
42478,2021-10-29,293.0,24,42478
42477,2021-10-29,291.0,55,42477
42476,2021-10-29,290.0,22,42476
42475,2021-10-29,289.0,13,42475
42474,2021-10-29,288.0,32,42474
42473,2021-10-29,287.0,25,42473
42472,2021-10-29,286.0,57,42472
42471,2021-10-29,285.0,23,42471
42470,2021-10-29,284.0,22,42470
42469,2021-10-29,283.0,21,42469
42468,2021-10-29,282.0,16,42468
42467,2021-10-29,281.0,46,42467
42466,2021-10-29,280.0,30,42466
42465,2021-10-29,279.0,21,42465
42464,2021-10-29,278.0,17,42464
42463,2021-10-29,277.0,33,42463
42462,2021-10-29,276.0,58,42462
42461,2021-10-29,275.0,3,42461
42460,2021-10-29,274.0,25,42460
42459,2021-10-29,273.0,19,42459
42458,2021-10-29,272.0,89,42458
42457,2021-10-29,271.0,145,42457
42456,2021-10-29,270.0,65,42456
42455,2021-10-29,269.0,9,42455
42454,2021-10-29,268.0,4,42454
42453,2021-10-29,267.0,13,42453
42452,2021-10-29,266.0,100,42452
42451,2021-10-29,265.0,18,42451
42450,2021-10-29,264.0,8,42450
42449,2021-10-29,263.0,27,42449
42448,2021-10-29,262.0,29,42448
42447,2021-10-29,261.0,15,42447
42446,2021-10-29,260.0,33,42446
42445,2021-10-29,259.0,28,42445
42444,2021-10-29,258.0,41,42444
42443,2021-10-29,257.0,32,42443
42442,2021-10-29,256.0,48,42442
42441,2021-10-29,255.0,33,42441
42440,2021-10-29,254.0,65,42440
42439,2021-10-29,253.0,33,42439
42438,2021-10-29,252.0,21,42438
42437,2021-10-29,251.0,27,42437
42436,2021-10-29,250.0,24,42436
42435,2021-10-29,249.0,17,42435
42434,2021-10-29,248.0,36,42434
42433,2021-10-29,247.0,13,42433
42432,2021-10-29,246.0,23,42432
42431,2021-10-29,245.0,19,42431
42430,2021-10-29,244.0,19,42430
42429,2021-10-29,243.0,13,42429
42428,2021-10-29,242.0,44,42428
42427,2021-10-29,241.0,19,42427
42426,2021-10-29,240.0,26,42426
42425,2021-10-29,239.0,16,42425
42424,2021-10-29,238.0,40,42424
42423,2021-10-29,237.0,35,42423
42422,2021-10-29,236.0,34,42422
42421,2021-10-29,235.0,20,42421
42420,2021-10-29,234.0,27,42420
42419,2021-10-29,233.0,32,42419
42418,2021-10-29,232.0,20,42418
42417,2021-10-29,231.0,17,42417
42416,2021-10-29,230.0,19,42416
42415,2021-10-29,229.0,14,42415
42414,2021-10-29,228.0,19,42414
42413,2021-10-29,227.0,18,42413
42412,2021-10-29,226.0,30,42412
42411,2021-10-29,225.0,16,42411
42410,2021-10-29,224.0,15,42410
42409,2021-10-29,223.0,32,42409
42408,2021-10-29,222.0,12,42408
42407,2021-10-29,221.0,21,42407
42406,2021-10-29,220.0,6,42406
42405,2021-10-29,219.0,34,42405
42404,2021-10-29,218.0,19,42404
42403,2021-10-29,217.0,35,42403
42402,2021-10-29,216.0,18,42402
42401,2021-10-29,215.0,11,42401
42400,2021-10-29,214.0,12,42400
42399,2021-10-29,213.0,6,42399
42398,2021-10-29,212.0,35,42398
42397,2021-10-29,211.0,61,42397
42396,2021-10-29,210.0,18,42396
42395,2021-10-29,209.0,11,42395
42394,2021-10-29,208.0,78,42394
42393,2021-10-29,207.0,43,42393
42392,2021-10-29,206.0,42,42392
42391,2021-10-29,205.0,29,42391
42390,2021-10-29,204.0,25,42390
42389,2021-10-29,203.0,15,42389
42388,2021-10-29,202.0,12,42388
42387,2021-10-29,201.0,17,42387
42386,2021-10-29,200.0,25,42386
42385,2021-10-29,199.0,16,42385
42384,2021-10-29,198.0,23,42384
42383,2021-10-29,197.0,75,42383
42382,2021-10-29,196.0,16,42382
42381,2021-10-29,195.0,48,42381
42380,2021-10-29,194.0,74,42380
42379,2021-10-29,192.0,39,42379
42378,2021-10-29,191.0,22,42378
42377,2021-10-29,190.0,31,42377
42376,2021-10-29,189.0,28,42376
42375,2021-10-29,188.0,32,42375
42374,2021-10-29,187.0,47,42374
42373,2021-10-29,186.0,38,42373
42372,2021-10-29,185.0,43,42372
42371,2021-10-29,184.0,20,42371
42370,2021-10-29,183.0,83,42370
42369,2021-10-29,182.0,101,42369
42368,2021-10-29,181.0,47,42368
42367,2021-10-29,180.0,37,42367
42366,2021-10-29,179.0,57,42366
42365,2021-10-29,178.0,34,42365
42364,2021-10-29,177.0,48,42364
42363,2021-10-29,176.0,5,42363
42362,2021-10-29,175.0,26,42362
42361,2021-10-29,174.0,10,42361
42360,2021-10-29,173.0,39,42360
42359,2021-10-29,172.0,39,42359
42358,2021-10-29,171.0,27,42358
42357,2021-10-29,170.0,29,42357
42356,2021-10-29,169.0,41,42356
42355,2021-10-29,168.0,40,42355
42354,2021-10-29,167.0,47,42354
42353,2021-10-29,166.0,45,42353
42352,2021-10-29,165.0,42,42352
42351,2021-10-29,164.0,47,42351
42350,2021-10-29,163.0,47,42350
42349,2021-10-29,162.0,43,42349
42348,2021-10-29,161.0,39,42348
42347,2021-10-29,160.0,28,42347
42346,2021-10-29,159.0,22,42346
42345,2021-10-29,158.0,72,42345
42344,2021-10-29,157.0,13,42344
42343,2021-10-29,156.0,24,42343
42342,2021-10-29,155.0,34,42342
42341,2021-10-29,154.0,54,42341
42340,2021-10-29,153.0,43,42340
42339,2021-10-29,152.0,42,42339
42338,2021-10-29,151.0,63,42338
42337,2021-10-29,150.0,67,42337
42336,2021-10-29,149.0,64,42336
42335,2021-10-29,148.0,20,42335
42334,2021-10-29,147.0,35,42334
42333,2021-10-29,146.0,88,42333
42332,2021-10-29,145.0,69,42332
42331,2021-10-29,144.0,40,42331
42330,2021-10-29,143.0,33,42330
42329,2021-10-29,142.0,48,42329
42328,2021-10-29,141.0,71,42328
42327,2021-10-29,140.0,37,42327
42326,2021-10-29,139.0,34,42326
42325,2021-10-29,138.0,36,42325
42324,2021-10-29,137.0,53,42324
42323,2021-10-29,136.0,77,42323
42322,2021-10-29,135.0,68,42322
42321,2021-10-29,134.0,67,42321
42320,2021-10-29,133.0,55,42320
42319,2021-10-29,132.0,36,42319
42318,2021-10-29,131.0,34,42318
42317,2021-10-29,130.0,39,42317
42316,2021-10-29,129.0,54,42316
42315,2021-10-29,128.0,44,42315
42314,2021-10-29,127.0,32,42314
42313,2021-10-29,126.0,68,42313
42312,2021-10-29,125.0,87,42312
42311,2021-10-29,124.0,70,42311
42310,2021-10-29,123.0,70,42310
42309,2021-10-29,122.0,18,42309
42308,2021-10-29,121.0,60,42308
42307,2021-10-29,120.0,43,42307
42306,2021-10-29,119.0,65,42306
42305,2021-10-29,118.0,43,42305
42304,2021-10-29,117.0,54,42304
42303,2021-10-29,116.0,26,42303
42302,2021-10-29,115.0,60,42302
42301,2021-10-29,114.0,44,42301
42300,2021-10-29,113.0,61,42300
42299,2021-10-29,112.0,24,42299
42298,2021-10-29,111.0,64,42298
42297,2021-10-29,110.0,33,42297
42296,2021-10-29,109.0,20,42296
42295,2021-10-29,108.0,30,42295
42294,2021-10-29,107.0,61,42294
42293,2021-10-29,106.0,27,42293
42292,2021-10-29,105.0,10,42292
42291,2021-10-29,104.0,13,42291
42290,2021-10-29,103.0,77,42290
42289,2021-10-29,102.0,13,42289
42288,2021-10-29,100.0,13,42288
42287,2021-10-29,99.0,46,42287
42286,2021-10-29,98.0,37,42286
42285,2021-10-29,97.0,22,42285
42284,2021-10-29,96.0,82,42284
42283,2021-10-29,95.0,29,42283
42282,2021-10-29,94.0,20,42282
42281,2021-10-29,93.0,29,42281
42280,2021-10-29,92.0,44,42280
42279,2021-10-29,91.0,27,42279
42278,2021-10-29,90.0,29,42278
42277,2021-10-29,89.0,31,42277
42276,2021-10-29,87.0,71,42276
42275,2021-10-29,86.0,68,42275
42274,2021-10-29,85.0,48,42274
42273,2021-10-29,84.0,67,42273
42272,2021-10-29,83.0,38,42272
42271,2021-10-29,82.0,66,42271
42270,2021-10-29,81.0,21,42270
42269,2021-10-29,80.0,39,42269
42268,2021-10-29,79.0,58,42268
42267,2021-10-29,78.0,34,42267
42266,2021-10-29,77.0,54,42266
42265,2021-10-29,76.0,38,42265
42264,2021-10-29,75.0,43,42264
42263,2021-10-29,74.0,82,42263
42262,2021-10-29,73.0,49,42262
42261,2021-10-29,72.0,57,42261
42260,2021-10-29,71.0,29,42260
42259,2021-10-29,70.0,77,42259
42258,2021-10-29,69.0,32,42258
42257,2021-10-29,68.0,37,42257
42256,2021-10-29,67.0,51,42256
42255,2021-10-29,66.0,49,42255
42254,2021-10-29,65.0,62,42254
42253,2021-10-29,64.0,114,42253
42252,2021-10-29,63.0,57,42252
42251,2021-10-29,62.0,32,42251
42250,2021-10-29,61.0,63,42250
42249,2021-10-29,60.0,59,42249
42248,2021-10-29,59.0,63,42248
42247,2021-10-29,58.0,48,42247
42246,2021-10-29,57.0,24,42246
42245,2021-10-29,56.0,75,42245
42244,2021-10-29,55.0,5,42244
42243,2021-10-29,54.0,62,42243
42242,2021-10-29,53.0,76,42242
42241,2021-10-29,52.0,30,42241
42240,2021-10-29,51.0,42,42240
42239,2021-10-29,50.0,35,42239
42238,2021-10-29,49.0,56,42238
42237,2021-10-29,48.0,42,42237
42236,2021-10-29,47.0,82,42236
42235,2021-10-29,46.0,41,42235
42234,2021-10-29,45.0,87,42234
42233,2021-10-29,44.0,35,42233
42232,2021-10-29,43.0,121,42232
42231,2021-10-29,42.0,30,42231
42230,2021-10-29,41.0,78,42230
42229,2021-10-29,40.0,40,42229
42228,2021-10-29,39.0,39,42228
42227,2021-10-29,38.0,91,42227
42226,2021-10-29,37.0,50,42226
42225,2021-10-29,36.0,98,42225
42224,2021-10-29,35.0,52,42224
42223,2021-10-29,34.0,54,42223
42222,2021-10-29,33.0,63,42222
42221,2021-10-29,32.0,88,42221
42220,2021-10-29,31.0,50,42220
42219,2021-10-29,30.0,78,42219
42218,2021-10-29,29.0,67,42218
42217,2021-10-29,28.0,95,42217
42216,2021-10-29,27.0,108,42216
42215,2021-10-29,26.0,48,42215
42214,2021-10-29,25.0,54,42214
42213,2021-10-29,24.0,75,42213
42212,2021-10-29,23.0,54,42212
42211,2021-10-29,22.0,30,42211
42210,2021-10-29,21.0,69,42210
42209,2021-10-29,20.0,50,42209
42208,2021-10-29,19.0,48,42208
42207,2021-10-29,18.0,85,42207
42206,2021-10-29,17.0,63,42206
42205,2021-10-29,16.0,38,42205
42204,2021-10-29,15.0,38,42204
42203,2021-10-29,14.0,64,42203
42202,2021-10-29,13.0,15,42202
42201,2021-10-29,12.0,47,42201
42200,2021-10-29,11.0,56,42200
42199,2021-10-29,10.0,52,42199
42198,2021-10-29,9.0,50,42198
42197,2021-10-29,8.0,34,42197
42196,2021-10-29,7.0,57,42196
42195,2021-10-29,6.0,66,42195
42194,2021-10-29,5.0,35,42194
42193,2021-10-29,4.0,48,42193
42192,2021-10-29,3.0,70,42192
42191,2021-10-29,2.0,48,42191
42190,2021-10-29,1.0,135,42190
42189,2021-10-28,480.0,29,42189
42188,2021-10-28,479.0,10,42188
42187,2021-10-28,478.0,13,42187
42186,2021-10-28,477.0,19,42186
42185,2021-10-28,476.0,38,42185
42184,2021-10-28,475.0,24,42184
42183,2021-10-28,474.0,46,42183
42182,2021-10-28,473.0,14,42182
42181,2021-10-28,472.0,8,42181
42180,2021-10-28,471.0,14,42180
42179,2021-10-28,470.0,16,42179
42178,2021-10-28,469.0,11,42178
42177,2021-10-28,468.0,24,42177
42176,2021-10-28,467.0,18,42176
42175,2021-10-28,466.0,17,42175
42174,2021-10-28,465.0,30,42174
42173,2021-10-28,464.0,14,42173
42172,2021-10-28,463.0,34,42172
42171,2021-10-28,462.0,15,42171
42170,2021-10-28,461.0,35,42170
42169,2021-10-28,460.0,38,42169
42168,2021-10-28,459.0,16,42168
42167,2021-10-28,458.0,28,42167
42166,2021-10-28,457.0,14,42166
42165,2021-10-28,456.0,13,42165
42164,2021-10-28,455.0,46,42164
42163,2021-10-28,454.0,18,42163
42162,2021-10-28,453.0,18,42162
